Record Index,Current,Voltage,Capacity,Temperature,Time
18117,-900.6,3.5385,1889.136,27.8,2019-11-16 00:30:31
18118,-900.6,3.5385,1889.3862222222222,27.8,2019-11-16 00:30:32
18119,-900.6,3.5385,1889.6366666666668,27.8,2019-11-16 00:30:33
18120,-900.6,3.5385,1889.8871111111112,27.8,2019-11-16 00:30:34
18121,-900.6,3.5385,1890.1373333333333,27.8,2019-11-16 00:30:35
18122,-900.6,3.5382,1890.3875555555555,27.7,2019-11-16 00:30:36
18123,-900.6,3.5385,1890.638,27.8,2019-11-16 00:30:37
18124,-900.6,3.5382,1890.8884444444445,27.7,2019-11-16 00:30:38
18125,-900.6,3.5382,1891.1386666666667,27.8,2019-11-16 00:30:39
18126,-900.6,3.5382,1891.389111111111,27.8,2019-11-16 00:30:40
18127,-900.6,3.5382,1891.6395555555555,27.8,2019-11-16 00:30:41
18128,-900.6,3.5382,1891.8895555555555,27.8,2019-11-16 00:30:42
18129,-900.6,3.5382,1892.14,27.8,2019-11-16 00:30:43
18130,-900.6,3.5379,1892.3904444444445,27.8,2019-11-16 00:30:44
18131,-900.6,3.5379,1892.6406666666667,27.8,2019-11-16 00:30:45
18132,-900.6,3.5379,1892.8908888888889,27.8,2019-11-16 00:30:46
18133,-900.6,3.5379,1893.1413333333333,27.8,2019-11-16 00:30:47
18134,-900.6,3.5379,1893.3917777777779,27.8,2019-11-16 00:30:48
18135,-900.6,3.5376,1893.642,27.8,2019-11-16 00:30:49
18136,-900.6,3.5376,1893.8924444444444,27.8,2019-11-16 00:30:50
18137,-900.6,3.5376,1894.1426666666666,27.8,2019-11-16 00:30:51
18138,-900.6,3.5376,1894.393111111111,27.8,2019-11-16 00:30:52
18139,-900.6,3.5376,1894.6435555555556,27.8,2019-11-16 00:30:53
18140,-900.6,3.5376,1894.8937777777778,27.8,2019-11-16 00:30:54
18141,-900.6,3.5373,1895.144,27.8,2019-11-16 00:30:55
18142,-900.6,3.5373,1895.3944444444444,27.8,2019-11-16 00:30:56
18143,-900.6,3.5373,1895.644888888889,27.8,2019-11-16 00:30:57
18144,-900.6,3.5373,1895.8951111111112,27.8,2019-11-16 00:30:58
18145,-900.6,3.5373,1896.1453333333334,27.9,2019-11-16 00:30:59
18146,-900.6,3.5373,1896.3957777777778,27.8,2019-11-16 00:31:00
18147,-900.6,3.5373,1896.6462222222221,27.9,2019-11-16 00:31:01
18148,-900.6,3.537,1896.8964444444443,27.9,2019-11-16 00:31:02
18149,-900.6,3.537,1897.146888888889,27.9,2019-11-16 00:31:03
18150,-900.6,3.537,1897.3973333333333,27.9,2019-11-16 00:31:04
18151,-900.6,3.537,1897.6475555555555,27.9,2019-11-16 00:31:05
18152,-900.6,3.537,1897.8977777777777,27.9,2019-11-16 00:31:06
18153,-900.6,3.537,1898.1482222222223,27.9,2019-11-16 00:31:07
18154,-900.6,3.537,1898.3986666666667,27.9,2019-11-16 00:31:08
18155,-900.6,3.5363,1898.6486666666667,27.9,2019-11-16 00:31:09
18156,-900.6,3.5363,1898.899111111111,27.9,2019-11-16 00:31:10
18157,-900.6,3.5363,1899.1495555555555,27.9,2019-11-16 00:31:11
18158,-900.6,3.5363,1899.3997777777777,27.9,2019-11-16 00:31:12
18159,-900.6,3.5363,1899.6502222222223,27.9,2019-11-16 00:31:13
18160,-900.6,3.5363,1899.9004444444445,27.9,2019-11-16 00:31:14
18161,-900.6,3.536,1900.1508888888889,28.0,2019-11-16 00:31:15
18162,-900.6,3.536,1900.4013333333332,27.9,2019-11-16 00:31:16
18163,-900.6,3.536,1900.6515555555557,28.0,2019-11-16 00:31:17
18164,-900.6,3.536,1900.902,28.0,2019-11-16 00:31:18
18165,-900.6,3.536,1901.1522222222222,28.0,2019-11-16 00:31:19
18166,-900.6,3.536,1901.4026666666666,28.0,2019-11-16 00:31:20
18167,-900.6,3.5357,1901.6528888888888,28.0,2019-11-16 00:31:21
18168,-900.6,3.5357,1901.903111111111,28.0,2019-11-16 00:31:22
18169,-900.6,3.536,1902.1535555555556,28.0,2019-11-16 00:31:23
18170,-900.6,3.5357,1902.404,28.0,2019-11-16 00:31:24
18171,-900.6,3.5357,1902.6542222222222,28.0,2019-11-16 00:31:25
18172,-900.6,3.5357,1902.9046666666666,28.0,2019-11-16 00:31:26
18173,-900.6,3.5357,1903.1551111111112,28.0,2019-11-16 00:31:27
18174,-900.6,3.5354,1903.4053333333334,28.1,2019-11-16 00:31:28
18175,-900.6,3.5354,1903.6555555555556,28.1,2019-11-16 00:31:29
18176,-900.6,3.5354,1903.906,28.1,2019-11-16 00:31:30
18177,-900.6,3.5354,1904.1564444444443,28.1,2019-11-16 00:31:31
18178,-900.6,3.5354,1904.4066666666668,28.1,2019-11-16 00:31:32
18179,-900.6,3.5354,1904.656888888889,28.1,2019-11-16 00:31:33
18180,-900.6,3.5354,1904.9073333333333,28.1,2019-11-16 00:31:34
18181,-900.6,3.5354,1905.1577777777777,28.1,2019-11-16 00:31:35
18182,-900.6,3.5351,1905.408,28.1,2019-11-16 00:31:36
18183,-900.6,3.5351,1905.6582222222223,28.1,2019-11-16 00:31:37
18184,-900.6,3.5351,1905.9086666666667,28.1,2019-11-16 00:31:38
18185,-900.6,3.5351,1906.159111111111,28.1,2019-11-16 00:31:39
18186,-900.6,3.5351,1906.4093333333333,28.2,2019-11-16 00:31:40
18187,-900.6,3.5351,1906.659777777778,28.1,2019-11-16 00:31:41
18188,-900.6,3.5348,1906.9102222222223,28.1,2019-11-16 00:31:42
18189,-900.6,3.5351,1907.1604444444445,28.2,2019-11-16 00:31:43
18190,-900.6,3.5348,1907.4106666666667,28.1,2019-11-16 00:31:44
18191,-900.6,3.5348,1907.661111111111,28.2,2019-11-16 00:31:45
18192,-900.6,3.5348,1907.9113333333332,28.1,2019-11-16 00:31:46
18193,-900.6,3.5348,1908.1617777777778,28.2,2019-11-16 00:31:47
18194,-900.6,3.5345,1908.412,28.2,2019-11-16 00:31:48
18195,-900.6,3.5345,1908.6624444444444,28.2,2019-11-16 00:31:49
18196,-900.6,3.5345,1908.9128888888888,28.2,2019-11-16 00:31:50
18197,-900.6,3.5345,1909.1631111111112,28.1,2019-11-16 00:31:51
18198,-900.6,3.5345,1909.4135555555556,28.2,2019-11-16 00:31:52
18199,-900.6,3.5345,1909.6637777777778,28.2,2019-11-16 00:31:53
18200,-900.6,3.5345,1909.9142222222222,28.1,2019-11-16 00:31:54
18201,-900.6,3.5342,1910.1646666666666,28.2,2019-11-16 00:31:55
18202,-900.6,3.5342,1910.4146666666666,28.1,2019-11-16 00:31:56
18203,-900.6,3.5342,1910.6651111111112,28.2,2019-11-16 00:31:57
18204,-900.6,3.5342,1910.9155555555556,28.2,2019-11-16 00:31:58
18205,-900.6,3.5342,1911.1657777777777,28.1,2019-11-16 00:31:59
18206,-900.6,3.5339,1911.416,28.2,2019-11-16 00:32:00
18207,-900.6,3.5342,1911.6664444444446,28.1,2019-11-16 00:32:01
18208,-900.6,3.5342,1911.916888888889,28.2,2019-11-16 00:32:02
18209,-900.6,3.5339,1912.1671111111111,28.1,2019-11-16 00:32:03
18210,-900.6,3.5339,1912.4175555555555,28.1,2019-11-16 00:32:04
18211,-900.6,3.5339,1912.668,28.1,2019-11-16 00:32:05
18212,-900.6,3.5339,1912.9182222222223,28.1,2019-11-16 00:32:06
18213,-900.6,3.5339,1913.1684444444445,28.1,2019-11-16 00:32:07
18214,-900.6,3.5336,1913.418888888889,28.1,2019-11-16 00:32:08
18215,-900.6,3.5336,1913.669111111111,28.1,2019-11-16 00:32:09
18216,-900.6,3.5336,1913.9195555555555,28.1,2019-11-16 00:32:10
18217,-900.6,3.5336,1914.1697777777779,28.1,2019-11-16 00:32:11
18218,-900.6,3.5336,1914.4202222222223,28.1,2019-11-16 00:32:12
18219,-900.6,3.5336,1914.6706666666666,28.1,2019-11-16 00:32:13
18220,-900.6,3.5332,1914.9208888888888,28.1,2019-11-16 00:32:14
18221,-900.6,3.5332,1915.1713333333332,28.1,2019-11-16 00:32:15
18222,-900.6,3.5332,1915.4215555555556,28.1,2019-11-16 00:32:16
18223,-900.6,3.5332,1915.672,28.1,2019-11-16 00:32:17
18224,-900.6,3.5332,1915.9224444444444,28.1,2019-11-16 00:32:18
18225,-900.6,3.5332,1916.1726666666666,28.0,2019-11-16 00:32:19
18226,-900.6,3.5329,1916.4228888888888,28.1,2019-11-16 00:32:20
18227,-900.6,3.5329,1916.6733333333334,28.0,2019-11-16 00:32:21
18228,-900.6,3.5329,1916.9237777777778,28.0,2019-11-16 00:32:22
18229,-900.6,3.5329,1917.1737777777778,28.0,2019-11-16 00:32:23
18230,-900.6,3.5329,1917.4242222222222,28.0,2019-11-16 00:32:24
18231,-900.6,3.5329,1917.6746666666666,28.0,2019-11-16 00:32:25
18232,-900.6,3.5326,1917.924888888889,28.0,2019-11-16 00:32:26
18233,-900.6,3.5326,1918.1753333333334,28.0,2019-11-16 00:32:27
18234,-900.6,3.5326,1918.4257777777777,28.0,2019-11-16 00:32:28
18235,-900.6,3.5326,1918.676,28.0,2019-11-16 00:32:29
18236,-900.6,3.5326,1918.9264444444445,28.0,2019-11-16 00:32:30
18237,-900.6,3.5326,1919.1766666666667,27.9,2019-11-16 00:32:31
18238,-900.6,3.5323,1919.4271111111111,27.9,2019-11-16 00:32:32
18239,-900.6,3.5323,1919.6773333333333,28.0,2019-11-16 00:32:33
18240,-900.6,3.5323,1919.9275555555555,27.9,2019-11-16 00:32:34
18241,-900.6,3.5323,1920.178,27.9,2019-11-16 00:32:35
18242,-900.6,3.5323,1920.4284444444445,27.9,2019-11-16 00:32:36
18243,-900.6,3.5323,1920.6786666666667,27.9,2019-11-16 00:32:37
18244,-900.6,3.5323,1920.929111111111,27.9,2019-11-16 00:32:38
18245,-900.6,3.532,1921.1795555555555,27.9,2019-11-16 00:32:39
18246,-900.6,3.532,1921.4297777777779,27.9,2019-11-16 00:32:40
18247,-900.6,3.532,1921.6802222222223,27.9,2019-11-16 00:32:41
18248,-900.6,3.532,1921.9304444444444,27.9,2019-11-16 00:32:42
18249,-900.6,3.532,1922.1806666666666,27.9,2019-11-16 00:32:43
18250,-900.6,3.532,1922.431111111111,27.8,2019-11-16 00:32:44
18251,-900.6,3.5317,1922.6815555555556,27.9,2019-11-16 00:32:45
18252,-900.6,3.5317,1922.9317777777778,27.8,2019-11-16 00:32:46
18253,-900.6,3.5317,1923.182,27.8,2019-11-16 00:32:47
18254,-900.6,3.5317,1923.4324444444444,27.9,2019-11-16 00:32:48
18255,-900.6,3.5317,1923.6828888888888,27.8,2019-11-16 00:32:49
18256,-900.6,3.5317,1923.9331111111112,27.8,2019-11-16 00:32:50
18257,-900.6,3.5314,1924.1835555555556,27.8,2019-11-16 00:32:51
18258,-900.6,3.5314,1924.4337777777778,27.8,2019-11-16 00:32:52
18259,-900.6,3.5314,1924.6842222222222,27.8,2019-11-16 00:32:53
18260,-900.6,3.5314,1924.9344444444444,27.8,2019-11-16 00:32:54
18261,-900.6,3.5314,1925.184888888889,27.8,2019-11-16 00:32:55
18262,-900.6,3.5314,1925.4353333333333,27.8,2019-11-16 00:32:56
18263,-900.6,3.5314,1925.6855555555555,27.8,2019-11-16 00:32:57
18264,-900.6,3.5311,1925.9357777777777,27.8,2019-11-16 00:32:58
18265,-900.6,3.5311,1926.186222222222,27.8,2019-11-16 00:32:59
18266,-900.6,3.5311,1926.4364444444445,27.8,2019-11-16 00:33:00
18267,-900.6,3.5311,1926.686888888889,27.8,2019-11-16 00:33:01
18268,-900.6,3.5311,1926.9373333333333,27.8,2019-11-16 00:33:02
18269,-900.6,3.5311,1927.1875555555555,27.8,2019-11-16 00:33:03
18270,-900.6,3.5311,1927.438,27.8,2019-11-16 00:33:04
18271,-900.6,3.5308,1927.6882222222223,27.8,2019-11-16 00:33:05
18272,-900.6,3.5308,1927.9386666666667,27.8,2019-11-16 00:33:06
18273,-900.6,3.5308,1928.1888888888889,27.8,2019-11-16 00:33:07
18274,-900.6,3.5308,1928.4393333333333,27.8,2019-11-16 00:33:08
18275,-900.6,3.5308,1928.6895555555554,27.8,2019-11-16 00:33:09
18276,-900.6,3.5308,1928.9397777777779,27.8,2019-11-16 00:33:10
18277,-900.6,3.5305,1929.1902222222222,27.8,2019-11-16 00:33:11
18278,-900.6,3.5305,1929.4406666666666,27.8,2019-11-16 00:33:12
18279,-900.6,3.5305,1929.6908888888888,27.8,2019-11-16 00:33:13
18280,-900.6,3.5305,1929.9413333333334,27.8,2019-11-16 00:33:14
18281,-900.6,3.5305,1930.1915555555556,27.8,2019-11-16 00:33:15
18282,-900.6,3.5305,1930.442,27.8,2019-11-16 00:33:16
18283,-900.6,3.5305,1930.6922222222222,27.8,2019-11-16 00:33:17
18284,-900.6,3.5301,1930.9426666666666,27.8,2019-11-16 00:33:18
18285,-900.6,3.5301,1931.1931111111112,27.8,2019-11-16 00:33:19
18286,-900.6,3.5301,1931.4433333333334,27.8,2019-11-16 00:33:20
18287,-900.6,3.5301,1931.6935555555556,27.8,2019-11-16 00:33:21
18288,-900.6,3.5301,1931.944,27.8,2019-11-16 00:33:22
18289,-900.6,3.5301,1932.1944444444443,27.8,2019-11-16 00:33:23
18290,-900.6,3.5301,1932.4446666666668,27.8,2019-11-16 00:33:24
18291,-900.6,3.5298,1932.6951111111111,27.8,2019-11-16 00:33:25
18292,-900.6,3.5298,1932.9453333333333,27.8,2019-11-16 00:33:26
18293,-900.6,3.5298,1933.1957777777777,27.8,2019-11-16 00:33:27
18294,-900.6,3.5298,1933.4462222222223,27.8,2019-11-16 00:33:28
18295,-900.6,3.5298,1933.6964444444445,27.8,2019-11-16 00:33:29
18296,-900.6,3.5298,1933.9466666666667,27.8,2019-11-16 00:33:30
18297,-900.6,3.5298,1934.197111111111,27.8,2019-11-16 00:33:31
18298,-900.6,3.5295,1934.4473333333333,27.9,2019-11-16 00:33:32
18299,-900.6,3.5295,1934.6977777777777,27.8,2019-11-16 00:33:33
18300,-900.6,3.5295,1934.948,27.9,2019-11-16 00:33:34
18301,-900.6,3.5295,1935.1984444444445,27.8,2019-11-16 00:33:35
18302,-900.6,3.5295,1935.4486666666667,27.9,2019-11-16 00:33:36
18303,-900.6,3.5292,1935.699111111111,27.9,2019-11-16 00:33:37
18304,-900.6,3.5292,1935.9493333333332,27.9,2019-11-16 00:33:38
18305,-900.6,3.5292,1936.1997777777779,27.9,2019-11-16 00:33:39
18306,-900.6,3.5292,1936.45,27.9,2019-11-16 00:33:40
18307,-900.6,3.5292,1936.7004444444444,27.9,2019-11-16 00:33:41
18308,-900.6,3.5292,1936.9508888888888,27.9,2019-11-16 00:33:42
18309,-900.6,3.5292,1937.2013333333334,27.9,2019-11-16 00:33:43
18310,-900.6,3.5289,1937.4513333333334,27.9,2019-11-16 00:33:44
18311,-900.6,3.5289,1937.7017777777778,27.9,2019-11-16 00:33:45
18312,-900.6,3.5289,1937.9522222222222,28.0,2019-11-16 00:33:46
18313,-900.6,3.5289,1938.2024444444444,27.9,2019-11-16 00:33:47
18314,-900.6,3.5289,1938.452888888889,27.9,2019-11-16 00:33:48
18315,-900.6,3.5289,1938.7031111111112,28.0,2019-11-16 00:33:49
18316,-900.6,3.5283,1938.9535555555556,28.0,2019-11-16 00:33:50
18317,-900.6,3.5283,1939.204,28.0,2019-11-16 00:33:51
18318,-900.6,3.5283,1939.4542222222221,28.0,2019-11-16 00:33:52
18319,-900.6,3.5283,1939.7046666666668,28.0,2019-11-16 00:33:53
18320,-900.6,3.5283,1939.954888888889,28.0,2019-11-16 00:33:54
18321,-900.6,3.5283,1940.2053333333333,28.0,2019-11-16 00:33:55
18322,-900.6,3.5283,1940.4555555555555,28.0,2019-11-16 00:33:56
18323,-900.6,3.528,1940.7057777777777,28.0,2019-11-16 00:33:57
18324,-900.6,3.528,1940.9562222222223,28.1,2019-11-16 00:33:58
18325,-900.6,3.528,1941.2066666666667,28.0,2019-11-16 00:33:59
18326,-900.6,3.528,1941.456888888889,28.0,2019-11-16 00:34:00
18327,-900.6,3.528,1941.707111111111,28.1,2019-11-16 00:34:01
18328,-900.6,3.528,1941.9575555555555,28.0,2019-11-16 00:34:02
18329,-900.6,3.528,1942.208,28.1,2019-11-16 00:34:03
18330,-900.6,3.528,1942.4582222222223,28.1,2019-11-16 00:34:04
18331,-900.6,3.5277,1942.7086666666667,28.1,2019-11-16 00:34:05
18332,-900.6,3.5277,1942.959111111111,28.1,2019-11-16 00:34:06
18333,-900.6,3.5277,1943.209111111111,28.1,2019-11-16 00:34:07
18334,-900.6,3.5277,1943.4595555555557,28.1,2019-11-16 00:34:08
18335,-900.6,3.5277,1943.71,28.1,2019-11-16 00:34:09
18336,-900.6,3.5277,1943.9604444444444,28.1,2019-11-16 00:34:10
18337,-900.6,3.5274,1944.2106666666666,28.1,2019-11-16 00:34:11
18338,-900.6,3.5274,1944.4608888888888,28.1,2019-11-16 00:34:12
18339,-900.6,3.5274,1944.7113333333334,28.1,2019-11-16 00:34:13
18340,-900.6,3.5274,1944.9617777777778,28.1,2019-11-16 00:34:14
18341,-900.6,3.5274,1945.212,28.1,2019-11-16 00:34:15
18342,-900.6,3.527,1945.4624444444444,28.1,2019-11-16 00:34:16
18343,-900.6,3.527,1945.7126666666666,28.1,2019-11-16 00:34:17
18344,-900.6,3.527,1945.9631111111112,28.2,2019-11-16 00:34:18
18345,-900.6,3.527,1946.2133333333334,28.1,2019-11-16 00:34:19
18346,-900.6,3.527,1946.4637777777778,28.2,2019-11-16 00:34:20
18347,-900.6,3.527,1946.714,28.2,2019-11-16 00:34:21
18348,-900.6,3.527,1946.9644444444446,28.1,2019-11-16 00:34:22
18349,-900.6,3.5267,1947.2146666666667,28.2,2019-11-16 00:34:23
18350,-900.6,3.5267,1947.464888888889,28.1,2019-11-16 00:34:24
18351,-900.6,3.5267,1947.7153333333333,28.2,2019-11-16 00:34:25
18352,-900.6,3.5267,1947.9657777777777,28.2,2019-11-16 00:34:26
18353,-900.6,3.5267,1948.216,28.1,2019-11-16 00:34:27
18354,-900.6,3.5267,1948.4664444444445,28.2,2019-11-16 00:34:28
18355,-900.6,3.5267,1948.716888888889,28.1,2019-11-16 00:34:29
18356,-900.6,3.5264,1948.967111111111,28.2,2019-11-16 00:34:30
18357,-900.6,3.5264,1949.2173333333333,28.1,2019-11-16 00:34:31
18358,-900.6,3.5264,1949.4677777777779,28.1,2019-11-16 00:34:32
18359,-900.6,3.5264,1949.7182222222223,28.2,2019-11-16 00:34:33
18360,-900.6,3.5264,1949.9684444444445,28.1,2019-11-16 00:34:34
18361,-900.6,3.5264,1950.2186666666666,28.1,2019-11-16 00:34:35
18362,-900.6,3.5264,1950.469111111111,28.1,2019-11-16 00:34:36
18363,-900.6,3.5261,1950.7195555555556,28.1,2019-11-16 00:34:37
18364,-900.6,3.5261,1950.9697777777778,28.1,2019-11-16 00:34:38
18365,-900.6,3.5261,1951.2202222222222,28.1,2019-11-16 00:34:39
18366,-900.6,3.5261,1951.4706666666666,28.1,2019-11-16 00:34:40
18367,-900.6,3.5261,1951.7208888888888,28.1,2019-11-16 00:34:41
18368,-900.6,3.5258,1951.9711111111112,28.1,2019-11-16 00:34:42
18369,-900.6,3.5258,1952.2215555555556,28.1,2019-11-16 00:34:43
18370,-900.6,3.5258,1952.4717777777778,28.1,2019-11-16 00:34:44
18371,-900.6,3.5258,1952.7222222222222,28.1,2019-11-16 00:34:45
18372,-900.6,3.5258,1952.9724444444444,28.1,2019-11-16 00:34:46
18373,-900.6,3.5258,1953.222888888889,28.1,2019-11-16 00:34:47
18374,-900.6,3.5255,1953.4731111111112,28.1,2019-11-16 00:34:48
18375,-900.6,3.5258,1953.7235555555555,28.1,2019-11-16 00:34:49
18376,-900.6,3.5255,1953.9737777777777,28.1,2019-11-16 00:34:50
18377,-900.6,3.5255,1954.2242222222221,28.0,2019-11-16 00:34:51
18378,-900.6,3.5255,1954.4746666666667,28.1,2019-11-16 00:34:52
18379,-900.6,3.5255,1954.724888888889,28.0,2019-11-16 00:34:53
18380,-900.6,3.5255,1954.9753333333333,28.0,2019-11-16 00:34:54
18381,-900.6,3.5252,1955.2255555555555,28.1,2019-11-16 00:34:55
18382,-900.6,3.5252,1955.476,28.0,2019-11-16 00:34:56
18383,-900.6,3.5252,1955.7262222222223,28.0,2019-11-16 00:34:57
18384,-900.6,3.5252,1955.9764444444445,28.0,2019-11-16 00:34:58
18385,-900.6,3.5252,1956.2268888888889,28.0,2019-11-16 00:34:59
18386,-900.6,3.5252,1956.4773333333333,28.0,2019-11-16 00:35:00
18387,-900.6,3.5252,1956.7275555555555,28.0,2019-11-16 00:35:01
18388,-900.6,3.5249,1956.978,28.0,2019-11-16 00:35:02
18389,-900.6,3.5249,1957.2284444444444,28.0,2019-11-16 00:35:03
18390,-900.6,3.5249,1957.4786666666666,28.0,2019-11-16 00:35:04
18391,-900.6,3.5249,1957.7288888888888,27.9,2019-11-16 00:35:05
18392,-900.6,3.5249,1957.9793333333334,28.0,2019-11-16 00:35:06
18393,-900.6,3.5246,1958.2297777777778,28.0,2019-11-16 00:35:07
18394,-900.6,3.5246,1958.48,27.9,2019-11-16 00:35:08
18395,-900.6,3.5246,1958.7302222222222,27.9,2019-11-16 00:35:09
18396,-900.6,3.5246,1958.9806666666666,27.9,2019-11-16 00:35:10
18397,-900.6,3.5246,1959.2308888888888,27.9,2019-11-16 00:35:11
18398,-900.6,3.5246,1959.4813333333334,27.9,2019-11-16 00:35:12
18399,-900.6,3.5243,1959.7315555555556,27.9,2019-11-16 00:35:13
18400,-900.6,3.5243,1959.982,27.9,2019-11-16 00:35:14
18401,-900.6,3.5243,1960.2324444444444,27.9,2019-11-16 00:35:15
18402,-900.6,3.5243,1960.4826666666668,27.9,2019-11-16 00:35:16
18403,-900.6,3.5243,1960.7331111111112,27.9,2019-11-16 00:35:17
18404,-900.6,3.5243,1960.9833333333333,27.9,2019-11-16 00:35:18
18405,-900.6,3.5243,1961.2337777777777,27.9,2019-11-16 00:35:19
18406,-900.6,3.5239,1961.4842222222221,27.9,2019-11-16 00:35:20
18407,-900.6,3.5239,1961.7342222222221,27.9,2019-11-16 00:35:21
18408,-900.6,3.5239,1961.9846666666667,27.8,2019-11-16 00:35:22
18409,-900.6,3.5239,1962.235111111111,27.9,2019-11-16 00:35:23
18410,-900.6,3.5239,1962.4855555555555,27.8,2019-11-16 00:35:24
18411,-900.6,3.5239,1962.7357777777777,27.8,2019-11-16 00:35:25
18412,-900.6,3.5236,1962.9862222222223,27.8,2019-11-16 00:35:26
18413,-900.6,3.5239,1963.2364444444445,27.8,2019-11-16 00:35:27
18414,-900.6,3.5236,1963.4866666666667,27.8,2019-11-16 00:35:28
18415,-900.6,3.5236,1963.737111111111,27.8,2019-11-16 00:35:29
18416,-900.6,3.5236,1963.9875555555554,27.8,2019-11-16 00:35:30
18417,-900.6,3.5236,1964.238,27.8,2019-11-16 00:35:31
18418,-900.6,3.5236,1964.488,27.8,2019-11-16 00:35:32
18419,-900.6,3.5233,1964.7384444444444,27.8,2019-11-16 00:35:33
18420,-900.6,3.5233,1964.9888888888888,27.8,2019-11-16 00:35:34
18421,-900.6,3.5233,1965.239111111111,27.8,2019-11-16 00:35:35
18422,-900.6,3.5233,1965.4893333333334,27.8,2019-11-16 00:35:36
18423,-900.6,3.5233,1965.7397777777778,27.8,2019-11-16 00:35:37
18424,-900.6,3.5233,1965.9902222222222,27.8,2019-11-16 00:35:38
18425,-900.6,3.5233,1966.2404444444444,27.8,2019-11-16 00:35:39
18426,-900.6,3.523,1966.4908888888888,27.8,2019-11-16 00:35:40
18427,-900.6,3.523,1966.7413333333334,27.8,2019-11-16 00:35:41
18428,-900.6,3.523,1966.9915555555556,27.8,2019-11-16 00:35:42
18429,-900.6,3.523,1967.242,27.8,2019-11-16 00:35:43
18430,-900.6,3.523,1967.4922222222222,27.8,2019-11-16 00:35:44
18431,-900.6,3.523,1967.7424444444443,27.8,2019-11-16 00:35:45
18432,-900.6,3.5227,1967.992888888889,27.8,2019-11-16 00:35:46
18433,-900.6,3.5227,1968.2433333333333,27.8,2019-11-16 00:35:47
18434,-900.6,3.5227,1968.4935555555555,27.8,2019-11-16 00:35:48
18435,-900.6,3.5227,1968.744,27.8,2019-11-16 00:35:49
18436,-900.6,3.5227,1968.9942222222223,27.8,2019-11-16 00:35:50
18437,-900.6,3.5227,1969.2446666666667,27.8,2019-11-16 00:35:51
18438,-900.6,3.5224,1969.494888888889,27.8,2019-11-16 00:35:52
18439,-900.6,3.5224,1969.7453333333333,27.8,2019-11-16 00:35:53
18440,-900.6,3.5224,1969.9957777777777,27.8,2019-11-16 00:35:54
18441,-900.6,3.5224,1970.246,27.8,2019-11-16 00:35:55
18442,-900.6,3.5224,1970.4962222222223,27.8,2019-11-16 00:35:56
18443,-900.6,3.5224,1970.7466666666667,27.8,2019-11-16 00:35:57
18444,-900.6,3.5221,1970.997111111111,27.8,2019-11-16 00:35:58
18445,-900.6,3.5221,1971.247111111111,27.8,2019-11-16 00:35:59
18446,-900.6,3.5221,1971.4975555555557,27.8,2019-11-16 00:36:00
18447,-900.6,3.5221,1971.748,27.8,2019-11-16 00:36:01
18448,-900.6,3.5221,1971.9982222222222,27.8,2019-11-16 00:36:02
18449,-900.6,3.5221,1972.2486666666666,27.8,2019-11-16 00:36:03
18450,-900.6,3.5221,1972.499111111111,27.8,2019-11-16 00:36:04
18451,-900.6,3.5221,1972.7493333333334,27.9,2019-11-16 00:36:05
18452,-900.6,3.5218,1972.9997777777778,27.8,2019-11-16 00:36:06
18453,-900.6,3.5218,1973.25,27.8,2019-11-16 00:36:07
18454,-900.6,3.5218,1973.5004444444444,27.9,2019-11-16 00:36:08
18455,-900.6,3.5218,1973.7506666666666,27.8,2019-11-16 00:36:09
18456,-900.6,3.5218,1974.0011111111112,27.9,2019-11-16 00:36:10
18457,-900.6,3.5215,1974.2513333333334,27.8,2019-11-16 00:36:11
18458,-900.6,3.5215,1974.5017777777778,27.9,2019-11-16 00:36:12
18459,-900.6,3.5215,1974.752,27.9,2019-11-16 00:36:13
18460,-900.6,3.5215,1975.0024444444443,27.9,2019-11-16 00:36:14
18461,-900.6,3.5215,1975.2526666666668,27.9,2019-11-16 00:36:15
18462,-900.6,3.5215,1975.5031111111111,27.9,2019-11-16 00:36:16
18463,-900.6,3.5215,1975.7535555555555,27.9,2019-11-16 00:36:17
18464,-900.6,3.5212,1976.004,27.9,2019-11-16 00:36:18
18465,-900.6,3.5212,1976.254,27.9,2019-11-16 00:36:19
18466,-900.6,3.5212,1976.5044444444445,27.9,2019-11-16 00:36:20
18467,-900.6,3.5212,1976.754888888889,27.9,2019-11-16 00:36:21
18468,-900.6,3.5212,1977.005111111111,27.9,2019-11-16 00:36:22
18469,-900.6,3.5212,1977.2553333333333,28.0,2019-11-16 00:36:23
18470,-900.6,3.5212,1977.5057777777777,27.9,2019-11-16 00:36:24
18471,-900.6,3.5205,1977.756,28.0,2019-11-16 00:36:25
18472,-900.6,3.5205,1978.0064444444445,28.0,2019-11-16 00:36:26
18473,-900.6,3.5205,1978.2568888888889,28.0,2019-11-16 00:36:27
18474,-900.6,3.5205,1978.507111111111,28.0,2019-11-16 00:36:28
18475,-900.6,3.5205,1978.7575555555557,28.0,2019-11-16 00:36:29
18476,-900.6,3.5205,1979.0077777777778,28.0,2019-11-16 00:36:30
18477,-900.6,3.5205,1979.2582222222222,28.0,2019-11-16 00:36:31
18478,-900.6,3.5202,1979.5084444444444,28.0,2019-11-16 00:36:32
18479,-900.6,3.5202,1979.7588888888888,28.0,2019-11-16 00:36:33
18480,-900.6,3.5202,1980.0091111111112,28.0,2019-11-16 00:36:34
